"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.180","EUR","FILE","0","5136","178","116","5","1686239273986"
"192.168.0.200","EUR","FILE","0","3934","128","144","6","1686239273989"
"192.168.0.230","ASI","index.html","0","3548","109","172","3","1686239273992"
"192.168.0.180","ASI","FILE","2","5183","179","55","2","1686239273998"
"192.168.0.220","EUR","FILE","0","3244","108","113","6","1686239274001"
"192.168.0.250","ASI","FILE","0","3854","129","140","2","1686239274004"
"192.168.0.180","EUR","index.html","2","5206","180","63","4","1686239274009"
"192.168.0.220","USA","APP","0","3271","109","139","4","1686239274013"
"192.168.0.230","EUR","index.html","0","3564","110","169","4","1686239274016"
"192.168.0.180","ASI","APP","2","5240","181","70","3","1686239274019"
"192.168.0.220","EUR","APP","0","3297","110","164","7","1686239274022"
"192.168.0.250","USA","index.html","1","3874","130","93","3","1686239274028"
"192.168.0.180","EUR","APP","0","5263","182","196","5","1686239274032"
"192.168.0.200","USA","index.html","0","3952","129","125","4","1686239274035"
"192.168.0.230","USA","index.html","2","3590","111","49","3","1686239274039"
"192.168.0.190","ASI","FILE","1","5023","174","86","1","1686239274043"
"192.168.0.210","EUR","index.html","0","3458","116","153","7","1686239274047"
"192.168.0.230","USA","index.html","1","3610","112","86","4","1686239274050"
"192.168.0.190","EUR","APP","2","5060","175","48","4","1686239274053"
"192.168.0.220","ASI","FILE","0","3325","111","180","3","1686239274058"
"192.168.0.230","EUR","FILE","2","3644","113","66","6","1686239274061"
"192.168.0.180","ASI","index.html","2","5283","183","77","2","1686239274064"
"192.168.0.200","ASI","index.html","1","3970","130","109","3","1686239274067"
"192.168.0.250","EUR","APP","0","3899","131","113","7","1686239274070"
"192.168.0.190","USA","APP","0","5088","176","152","4","1686239274076"
"192.168.0.210","ASI","APP","0","3486","117","119","3","1686239274080"
"192.168.0.230","ASI","index.html","2","3667","114","60","2","1686239274084"
"192.168.0.190","EUR","APP","1","5114","177","103","4","1686239274086"
"192.168.0.200","EUR","APP","2","4006","131","41","4","1686239274094"
"192.168.0.250","USA","FILE","1","3943","132","113","4","1686239274097"
"192.168.0.180","USA","index.html","0","5302","184","110","4","1686239274100"
"192.168.0.210","ASI","APP","2","3519","118","63","1","1686239274105"
"192.168.0.240","EUR","index.html","0","3294","114","130","5","1686239274108"
"192.168.0.180","USA","FILE","1","5337","185","86","4","1686239274114"
"192.168.0.210","ASI","FILE","1","3558","119","76","1","1686239274117"
"192.168.0.240","USA","index.html","1","3312","115","109","3","1686239274121"
"192.168.0.180","ASI","FILE","2","5372","186","67","2","1686239274124"
"192.168.0.210","USA","index.html","1","3576","120","110","3","1686239274127"
"192.168.0.230","EUR","FILE","1","3702","115","107","4","1686239274130"
"192.168.0.180","ASI","index.html","2","5395","187","64","3","1686239274133"
"192.168.0.220","ASI","APP","0","3349","112","137","2","1686239274138"
"192.168.0.240","EUR","index.html","0","3330","116","127","6","1686239274140"
"192.168.0.190","USA","FILE","2","5158","178","71","4","1686239274144"
"192.168.0.200","ASI","index.html","0","4024","132","128","2","1686239274147"
"192.168.0.230","ASI","APP","2","3735","116","47","3","1686239274153"
"192.168.0.190","ASI","index.html","0","5174","179","157","1","1686239274155"
"192.168.0.200","ASI","APP","0","4054","133","162","3","1686239274158"
"192.168.0.240","USA","FILE","1","3367","117","102","3","1686239274161"
"192.168.0.180","EUR","FILE","1","5431","188","100","7","1686239274168"
"192.168.0.220","ASI","index.html","1","3370","113","84","2","1686239274172"
"192.168.0.240","EUR","FILE","0","3397","118","119","7","1686239274175"
"192.168.0.190","EUR","index.html","2","5203","180","42","4","1686239274178"
"192.168.0.210","USA","FILE","1","3617","121","95","4","1686239274182"
"192.168.0.240","ASI","FILE","2","3446","119","77","3","1686239274186"
"192.168.0.180","USA","index.html","1","5450","189","105","4","1686239274189"
"192.168.0.210","USA","FILE","0","3662","122","164","3","1686239274192"
"192.168.0.230","USA","FILE","1","3763","117","108","4","1686239274198"
"192.168.0.180","USA","APP","2","5488","190","44","4","1686239274201"
"192.168.0.220","EUR","APP","2","3404","114","51","6","1686239274204"
"192.168.0.250","ASI","APP","2","3974","133","78","2","1686239274207"
"192.168.0.190","USA","index.html","2","5223","181","79","4","1686239274211"
"192.168.0.220","EUR","FILE","2","3444","115","42","6","1686239274215"
"192.168.0.250","EUR","FILE","0","4019","134","149","4","1686239274218"
"192.168.0.180","EUR","APP","1","5517","191","81","6","1686239274221"
"192.168.0.200","ASI","APP","2","4091","134","55","3","1686239274224"
"192.168.0.240","USA","FILE","2","3482","120","61","3","1686239274232"
"192.168.0.190","EUR","APP","2","5260","182","48","4","1686239274235"
"192.168.0.220","EUR","index.html","2","3467","116","64","5","1686239274238"
"192.168.0.250","EUR","FILE","0","4058","135","195","7","1686239274242"
"192.168.0.190","EUR","index.html","1","5279","183","105","4","1686239274246"
"192.168.0.200","USA","index.html","0","4108","135","152","3","1686239274248"
"192.168.0.250","EUR","FILE","0","4101","136","197","5","1686239274251"
"192.168.0.180","USA","APP","2","5555","192","49","4","1686239274255"
"192.168.0.200","EUR","FILE","0","4143","136","192","5","1686239274259"
"192.168.0.230","EUR","index.html","2","3789","118","50","4","1686239274262"
"192.168.0.190","USA","FILE","1","5319","184","109","4","1686239274265"
"192.168.0.210","EUR","APP","0","3693","123","128","5","1686239274268"
"192.168.0.240","EUR","index.html","2","3507","121","53","5","1686239274272"
"192.168.0.190","ASI","index.html","0","5335","185","154","2","1686239274276"
"192.168.0.200","ASI","FILE","1","4175","137","91","3","1686239274279"
"192.168.0.230","EUR","APP","1","3817","119","85","5","1686239274282"
"192.168.0.190","ASI","FILE","0","5367","186","166","3","1686239274285"
"192.168.0.200","USA","index.html","2","4198","138","63","3","1686239274289"
"192.168.0.230","USA","APP","2","3842","120","77","4","1686239274293"
"192.168.0.190","EUR","index.html","0","5382","187","191","7","1686239274295"
"192.168.0.200","USA","index.html","1","4216","139","117","4","1686239274298"
"192.168.0.250","ASI","APP","2","4135","137","58","1","1686239274301"
"192.168.0.190","ASI","FILE","0","5424","188","197","3","1686239274307"
"192.168.0.220","ASI","index.html","2","3489","117","66","2","1686239274311"
"192.168.0.240","EUR","APP","1","3540","122","81","7","1686239274314"
"192.168.0.190","EUR","APP","0","5452","189","137","4","1686239274319"
"192.168.0.210","EUR","APP","1","3724","124","104","6","1686239274322"
"192.168.0.250","USA","index.html","0","4151","138","155","3","1686239274325"
"192.168.0.180","ASI","APP","0","5585","193","179","2","1686239274328"
"192.168.0.220","EUR","index.html","2","3512","118","60","5","1686239274332"
"192.168.0.230","USA","FILE","1","3876","121","97","4","1686239274337"
"192.168.0.180","EUR","APP","1","5615","194","92","7","1686239274340"
"192.168.0.210","USA","FILE","2","3766","125","47","4","1686239274343"
"192.168.0.250","ASI","APP","2","4185","139","65","3","1686239274346"
"192.168.0.180","EUR","APP","1","5646","195","87","7","1686239274351"
"192.168.0.200","EUR","index.html","1","4237","140","85","5","1686239274355"
"192.168.0.240","USA","index.html","0","3557","123","145","3","1686239274358"
"192.168.0.180","EUR","APP","1","5673","196","89","6","1686239274361"
"192.168.0.200","USA","FILE","0","4285","141","116","3","1686239274366"
"192.168.0.250","USA","FILE","1","4220","140","118","4","1686239274370"
"192.168.0.180","USA","APP","1","5699","197","118","3","1686239274373"
"192.168.0.220","EUR","FILE","2","3565","119","46","6","1686239274376"
"192.168.0.230","USA","FILE","0","3914","122","189","3","1686239274384"
"192.168.0.190","EUR","index.html","2","5476","190","58","6","1686239274387"
"192.168.0.200","USA","APP","0","4313","142","119","4","1686239274390"
"192.168.0.230","EUR","APP","1","3941","123","118","7","1686239274395"
"192.168.0.190","ASI","FILE","0","5506","191","127","3","1686239274398"
"192.168.0.210","ASI","index.html","0","3783","126","148","2","1686239274401"
"192.168.0.240","EUR","index.html","2","3578","124","71","6","1686239274404"
"192.168.0.190","ASI","index.html","1","5524","192","118","1","1686239274407"
"192.168.0.200","USA","index.html","2","4341","143","44","4","1686239274412"
"192.168.0.230","ASI","index.html","0","3957","124","165","2","1686239274415"
"192.168.0.180","EUR","APP","2","5729","198","55","7","1686239274419"
"192.168.0.200","USA","index.html","1","4361","144","86","4","1686239274421"
"192.168.0.240","ASI","index.html","2","3603","125","53","1","1686239274424"
"192.168.0.190","ASI","FILE","2","5570","193","48","1","1686239274429"
"192.168.0.220","EUR","APP","0","3593","120","189","6","1686239274433"
"192.168.0.230","EUR","FILE","1","3995","125","91","7","1686239274436"
"192.168.0.190","ASI","index.html","1","5590","194","91","3","1686239274438"
"192.168.0.220","EUR","APP","2","3623","121","76","4","1686239274445"
"192.168.0.230","USA","APP","2","4024","126","66","3","1686239274448"
"192.168.0.190","USA","index.html","2","5611","195","73","3","1686239274451"
"192.168.0.200","EUR","index.html","1","4380","145","98","7","1686239274454"
"192.168.0.230","EUR","index.html","0","4040","127","154","6","1686239274458"
"192.168.0.180","ASI","index.html","0","5744","199","195","1","1686239274462"
"192.168.0.210","EUR","APP","2","3821","127","55","7","1686239274465"
"192.168.0.250","ASI","index.html","0","4235","141","187","1","1686239274468"
"192.168.0.180","EUR","FILE","2","5789","200","43","5","1686239274472"
"192.168.0.200","ASI","index.html","2","4405","146","55","2","1686239274476"
"192.168.0.240","USA","index.html","0","3618","126","193","3","1686239274479"
"192.168.0.180","ASI","APP","0","5811","201","145","2","1686239274482"
"192.168.0.210","EUR","APP","2","3861","128","40","6","1686239274485"
"192.168.0.230","USA","index.html","1","4058","128","119","4","1686239274491"
"192.168.0.180","EUR","APP","2","5839","202","78","5","1686239274496"
"192.168.0.200","EUR","FILE","0","4445","147","138","7","1686239274499"
"192.168.0.230","EUR","FILE","2","4107","129","70","7","1686239274502"
"192.168.0.180","EUR","APP","2","5880","203","48","6","1686239274507"
"192.168.0.220","USA","FILE","2","3669","122","65","3","1686239274511"
"192.168.0.250","EUR","index.html","2","4260","142","54","7","1686239274514"
"192.168.0.190","EUR","FILE","2","5644","196","61","5","1686239274518"
"192.168.0.220","EUR","APP","2","3698","123","56","6","1686239274522"
"192.168.0.230","EUR","APP","0","4132","130","124","7","1686239274525"
"192.168.0.190","ASI","FILE","2","5678","197","59","1","1686239274528"
"192.168.0.200","EUR","FILE","2","4494","148","56","6","1686239274531"
"192.168.0.250","EUR","APP","2","4297","143","54","5","1686239274535"
"192.168.0.180","EUR","index.html","0","5895","204","188","5","1686239274539"
"192.168.0.220","USA","APP","0","3723","124","114","4","1686239274542"
"192.168.0.240","ASI","FILE","0","3653","127","156","1","1686239274545"
"192.168.0.180","EUR","index.html","0","5911","205","167","4","1686239274548"
"192.168.0.210","EUR","APP","2","3888","129","67","7","1686239274553"
"192.168.0.240","EUR","APP","1","3679","128","86","5","1686239274557"
"192.168.0.180","ASI","FILE","2","5949","206","67","2","1686239274560"
"192.168.0.220","EUR","index.html","0","3740","125","148","4","1686239274563"
"192.168.0.240","USA","index.html","0","3699","129","101","3","1686239274567"
"192.168.0.180","ASI","APP","1","5976","207","115","2","1686239274571"
"192.168.0.220","EUR","APP","0","3764","126","177","5","1686239274574"
"192.168.0.250","EUR","FILE","0","4328","144","102","5","1686239274577"
"192.168.0.190","USA","APP","0","5704","198","148","3","1686239274582"
"192.168.0.220","USA","APP","0","3790","127","113","3","1686239274585"
"192.168.0.250","EUR","FILE","0","4360","145","162","5","1686239274588"
"192.168.0.180","USA","APP","1","6003","208","84","3","1686239274591"
"192.168.0.200","EUR","FILE","1","4526","149","108","6","1686239274594"
"192.168.0.240","EUR","index.html","0","3715","130","160","7","1686239274600"
"192.168.0.190","ASI","index.html","0","5719","199","186","2","1686239274603"
"192.168.0.220","USA","FILE","0","3820","128","156","4","1686239274607"
"192.168.0.250","ASI","APP","2","4395","146","73","3","1686239274609"
"192.168.0.190","USA","index.html","0","5734","200","195","3","1686239274615"
"192.168.0.220","EUR","APP","0","3844","129","163","7","1686239274618"
"192.168.0.250","ASI","FILE","2","4447","147","44","1","1686239274620"
"192.168.0.190","USA","APP","0","5754","201","185","4","1686239274624"
"192.168.0.200","USA","APP","0","4549","150","136","4","1686239274628"
"192.168.0.250","USA","index.html","2","4473","148","49","3","1686239274632"
"192.168.0.190","ASI","index.html","1","5774","202","94","1","1686239274635"
"192.168.0.200","EUR","FILE","1","4585","151","107","5","1686239274638"
"192.168.0.240","ASI","FILE","2","3748","131","69","2","1686239274641"
"192.168.0.180","ASI","FILE","0","6038","209","140","3","1686239274648"
"192.168.0.210","USA","APP","2","3925","130","64","3","1686239274652"
"192.168.0.230","USA","APP","1","4159","131","118","3","1686239274655"
"192.168.0.190","ASI","FILE","0","5805","203","191","3","1686239274661"
"192.168.0.210","ASI","APP","2","3954","131","56","2","1686239274664"
"192.168.0.250","EUR","FILE","0","4507","149","140","7","1686239274667"
"192.168.0.190","ASI","FILE","0","5836","204","113","1","1686239274670"
"192.168.0.200","USA","APP","0","4606","152","179","4","1686239274674"
"192.168.0.250","EUR","index.html","1","4527","150","89","6","1686239274677"
"192.168.0.190","ASI","APP","1","5861","205","108","2","1686239274680"
"192.168.0.200","USA","index.html","0","4623","153","141","4","1686239274683"
"192.168.0.250","EUR","FILE","0","4556","151","137","5","1686239274686"
"192.168.0.180","USA","APP","0","6060","210","140","4","1686239274691"
"192.168.0.210","EUR","APP","1","3982","132","82","4","1686239274695"
"192.168.0.240","USA","index.html","0","3768","132","104","4","1686239274699"
"192.168.0.190","ASI","APP","0","5894","206","106","1","1686239274704"
"192.168.0.220","USA","FILE","0","3878","130","131","4","1686239274711"
"192.168.0.240","USA","index.html","2","3796","133","44","3","1686239274715"
"192.168.0.180","USA","FILE","1","6095","211","100","3","1686239274718"
"192.168.0.210","USA","APP","0","4006","133","108","3","1686239274722"
"192.168.0.240","ASI","FILE","1","3838","134","98","3","1686239274725"
"192.168.0.180","ASI","FILE","2","6148","212","49","3","1686239274729"
"192.168.0.200","EUR","FILE","1","4664","154","118","5","1686239274732"
"192.168.0.240","ASI","APP","0","3865","135","162","2","1686239274735"
"192.168.0.180","ASI","index.html","1","6166","213","117","1","1686239274740"
"192.168.0.210","USA","FILE","0","4038","134","135","3","1686239274743"
"192.168.0.250","ASI","FILE","1","4585","152","101","1","1686239274746"
"192.168.0.190","USA","FILE","1","5929","207","81","4","1686239274750"
"192.168.0.200","EUR","index.html","1","4685","155","80","5","1686239274754"
"192.168.0.250","EUR","APP","1","4615","153","103","5","1686239274757"
"192.168.0.190","USA","APP","0","5958","208","196","3","1686239274761"
